1,0,p
2,1,p
3,2,p
4,3,p
5,4,p
6,5,p
7,6,p
8,7,p
9,8,p
10,9,p
11,10,p
12,11,p
13,12,p
14,13,p
15,14,p
16,15,p
17,16,p
18,17,p
19,18,p
20,19,p
21,20,p
22,21,p
23,22,p
24,23,p
25,24,p
26,25,p
27,26,p
28,27,p
29,28,p
30,29,p
31,30,p
32,31,p
33,32,p
34,33,p
35,34,p
36,35,p
37,36,p
38,37,p
39,38,p
40,39,p
41,40,p
42,41,p
43,42,p
44,43,p
45,44,p
46,45,p
47,46,p
48,47,p
49,48,p
50,49,p
51,50,p
52,51,p
53,52,p
54,53,p
55,54,p
56,55,p
57,56,p
58,57,p
59,58,p
60,59,p
61,60,p
62,61,p
63,62,p
64,63,p
65,64,p
66,65,p
67,66,p
68,67,p
69,68,p
70,69,p
71,70,p
72,71,p
73,72,p
74,73,p
75,74,p
76,75,p
77,76,p
78,77,p
79,78,p
80,79,p
81,80,p
82,81,p
83,82,p
84,83,p
85,84,p
86,85,p
87,86,p
88,87,p
89,88,p
90,89,p
91,90,p
92,91,p
93,92,p
94,93,p
95,94,p
96,95,p
97,96,p
98,97,p
99,98,p
100,99,p
101,100,p
102,101,p
103,102,p
104,103,p
105,104,p
106,105,p
107,106,p
108,107,p
109,108,p
110,109,p
111,110,p
112,111,p
113,112,p
114,113,p
115,114,p
116,115,p
117,116,p
118,117,p
119,118,p
120,119,p
121,120,p
122,121,p
123,122,p
124,123,p
125,124,p
126,125,p
127,126,p
128,127,p
129,128,p
130,129,p
131,130,p
132,131,p
133,132,p
134,133,p
135,134,p
136,135,p
137,136,p
138,137,p
139,138,p
140,139,p
141,140,p
142,141,p
143,142,p
144,143,p
145,144,p
146,145,p
147,146,p
148,147,p
149,148,p
150,149,p
151,150,p
152,151,p
153,152,p
154,153,p
155,154,p
156,155,p
157,156,p
158,157,p
159,158,p
160,159,p
161,160,p
162,161,p
163,162,p
164,163,p
165,164,p
166,165,p
167,166,p
168,167,p
169,168,p
170,169,p
171,170,p
172,171,p
173,172,p
174,173,p
175,174,p
176,175,p
177,176,p
178,177,p
179,178,p
180,179,p
181,180,p
182,181,p
183,182,p
184,183,p
185,184,p
186,185,p
187,186,p
188,187,p
189,188,p
190,189,p
191,190,p
192,191,p
193,192,p
194,193,p
195,194,p
196,195,p
197,196,p
198,197,p
199,198,p
200,199,p
201,200,p
202,201,p
203,202,p
204,203,p
205,204,p
206,205,p
207,206,p
208,207,p
209,208,p
210,209,p
211,210,p
212,211,p
213,212,p
214,213,p
215,214,p
216,215,p
217,216,p
218,217,p
219,218,p
220,219,p
221,220,p
222,221,p
223,222,p
224,223,p
225,224,p
226,225,p
227,226,p
228,227,p
229,228,p
230,229,p
231,230,p
232,231,p
233,232,p
234,233,p
235,234,p
236,235,p
237,236,p
238,237,p
239,238,p
240,239,p
241,240,p
242,241,p
243,242,p
244,243,p
245,244,p
246,245,p
247,246,p
248,247,p
249,248,p
250,249,p
251,250,p
252,251,p
253,252,p
254,253,p
255,254,p
256,255,p
257,256,p
258,257,p
259,258,p
260,259,p
261,260,p
262,261,p
263,262,p
264,263,p
265,264,p
266,265,p
267,266,p
268,267,p
269,268,p
270,269,p
271,270,p
272,271,p
273,272,p
274,273,p
275,274,p
276,275,p
277,276,p
278,277,p
279,278,p
280,279,p
281,280,p
282,281,p
283,282,p
284,283,p
285,284,p
286,285,p
287,286,p
288,287,p
289,288,p
290,289,p
291,290,p
292,291,p
293,292,p
294,293,p
295,294,p
296,295,p
297,296,p
298,297,p
299,298,p
300,299,p
301,300,p
302,301,p
303,302,p
304,303,p
305,304,p
306,305,p
307,306,p
308,307,p
309,308,p
310,309,p
311,310,p
312,311,p
313,312,p
314,313,p
315,314,p
316,315,p
317,316,p
318,317,p
319,318,p
320,319,p
321,320,p
322,321,p
323,322,p
324,323,p
325,324,p
326,325,p
327,326,p
328,327,p
329,328,p
330,329,p
331,330,p
332,331,p
333,332,p
334,333,p
335,334,p
336,335,p
337,336,p
338,337,p
339,338,p
340,339,p
341,340,p
342,341,p
343,342,p
344,343,p
345,344,p
346,345,p
347,346,p
348,347,p
349,348,p
350,349,p
351,350,p
352,351,p
353,352,p
354,353,p
355,354,p
356,355,p
357,356,p
358,357,p
359,358,p
360,359,p
361,360,p
362,361,p
363,362,p
364,363,p
365,364,p
366,365,p
367,366,p
368,367,p
369,368,p
370,369,p
371,370,p
372,371,p
373,372,p
374,373,p
375,374,p
376,375,p
377,376,p
378,377,p
379,378,p
380,379,p
381,380,p
382,381,p
383,382,p
384,383,p
385,384,p
386,385,p
387,386,p
388,387,p
389,388,p
390,389,p
391,390,p
392,391,p
393,392,p
394,393,p
395,394,p
396,395,p
397,396,p
398,397,p
399,398,p
400,399,p
